DrugName,CIDs,smiles
Vandetanib,3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
Vardenafil,135400189,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
Vardenafil hydrochloride trihydrate,135413545,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
Varenicline,170361,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
Varenicline tartrate,9906942,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Varespladib,155815,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N
Vatalanib,151194,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4
Vatalanib dihydrochloride,22386467,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.Cl.Cl
Veliflapon,123723,C1CCC(C1)[C@H](C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O
Veliparib,11960529,C[C@@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
Vemurafenib,42611257,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
Venetoclax,49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
Verapamil hydrochloride,62969,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl
Verdinexor,71492799,C1=CC=NC(=C1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
Verubecestat,51352361,C[C@]1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F
Verubulin,11414799,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC
Vicriviroc,3009355,C[C@H]1CN(CCN1[C@@H](COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C
Vidarabine,21704,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
Vidofludimus,9820008,COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F
Vilazodone hydrochloride,6918313,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl
Vildagliptin,6918537,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
Vinblastine sulfate,5388983,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Vincristine sulfate,249332,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Vinflunine,10629256,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(C[C@@H]7C[C@H](CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C
Vinflunine Tartrate,53245637,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(C[C@H]7C[C@H](CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Vinorelbine tartrate,11607738,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
Vismodegib,24776445,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
Visudyne,5362420,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
Visudyne (TN),11980904,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C.CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6([C@@H](C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)O)C(=C3C)CCC(=O)OC)C=C
Vitamin D3,5280795,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
Volasertib,10461508,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C
Vonoprazan Fumarate,45375887,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3.C(=C/C(=O)O)\C(=O)O
Vorapaxar,10077130,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@H]([C@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)[C@H](OC3=O)C
Vorasidenib,117817422,C[C@H](C(F)(F)F)NC1=NC(=NC(=N1)C2=NC(=CC=C2)Cl)N[C@H](C)C(F)(F)F
Voreloxin,9952884,CN[C@H]1CN(C[C@@H]1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O
Voriconazole,71616,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
Vorinostat,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
Vortioxetine hydrobromide,56843850,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Br
Voruciclib,67409219,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
WAY-100635,5684,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4
WAY-100635 maleate salt,11957721,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4.C(=C\C(=O)O)\C(=O)O
WAY-204688,9829162,C[C@@](C#N)([C@H](C1=CC=CC=C1OC)C2=CC=CC3=CC=CC=C32)C(=O)N4CCC(CC4)C5=CC(=CC=C5)C(F)(F)F
WAY-262611,25199517,C1CN(CCC1CN)C2=NC=CC(=N2)C3=CC4=CC=CC=C4C=C3
WAY-600,25229526,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7
WEHI-345,56602554,CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)CNC(=O)C4=CC=NC=C4
WEHI-539,71297207,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)/C(=N/NC5=NC6=CC=CC=C6S5)/C1
WH-4-023,11844351,CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C
WHI-P154,3795,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC
WHI-P97,3796,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C(=C3)Br)O)Br)OC
WIKI4,2984337,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6
WIN 55212-2,5311501,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65
WNK463,121487936,CC(C)(C)NC(=O)C1=CN=CN1C2CCN(CC2)C3=NC=C(C=C3)C4=NN=C(O4)C(F)(F)F
WP1066,11210478,C[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N
WT-161,44601455,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)/C=N/NC(=O)CCCCCCC(=O)NO
WYE-354,44219749,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5
WYE-687,25229450,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6
WZ4002,44607530,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC
WZ4003,72200024,CCC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
WZ8040,44607531,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)SC4=CC=CC(=C4)NC(=O)C=C)Cl
Warfarin sodium,16204922,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+]
Withaferin A,265237,CC1=C(C(=O)O[C@H](C1)[C@@H](C)[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)CO
Wnt-C59,57519544,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4
Wortmannin from Penicillium funiculosum,3003565,CC(=O)O[C@@H]1C[C@]2(C(CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C
X-396,56960447,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CC(=NN=C2N)C(=O)NC3=CC=C(C=C3)C(=O)N4CCN(CC4)C
XANTHONE,7020,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2
XCT790,6918788,COC1=C(C=CC(=C1)/C=C(\C#N)/C(=O)NC2=NN=C(S2)C(F)(F)F)OCC3=C(C=C(C=C3)C(F)(F)F)C(F)(F)F
XL-228,59757974,CC(C)C1=NOC(=C1)CNC2=NC(=CC(=N2)N3CCN(CC3)C)NC4=NNC(=C4)C5CC5
XL019,57990869,C1C[C@H](NC1)C(=O)NC2=CC=C(C=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCOCC5
XL388,59604787,CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N
XL765,49867926,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC
XL888,57748689,CC[C@@H](C)NC1=C(C=C(C(=C1)C(=O)NC2CC3CCC(C2)N3C4=NC=C(C=C4)C(=O)C5CC5)C)C(=O)N
XMD17-109,71604307,CCOC1=C(C=CC(=C1)C(=O)N2CCC(CC2)N3CCN(CC3)C)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C7CCCC7
XMD8-87,53322923,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4)C)OC
XMD8-92,46843772,CCOC1=C(C=CC(=C1)N2CCC(CC2)O)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C
XMU-MP-1,121499143,CN1C2=C(C(=O)N(C3=CN=C(N=C31)NC4=CC=C(C=C4)S(=O)(=O)N)C)SC=C2
XRP44X,10339779,CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4
Xanthatin,5281511,C[C@H]1C[C@H]2[C@H](CC=C1/C=C/C(=O)C)C(=C)C(=O)O2
Xylazine hydrochloride,68554,CC1=C(C(=CC=C1)C)NC2=NCCCS2.Cl
Xylometazoline hydrochloride,5282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
Y-27632 dihydrochloride,9901617,C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N.Cl.Cl
Y-39983 dihydrochloride 2/3 H2O,73013358,C[C@H](C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N.O.Cl.Cl
YK-4-279,44632017,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O
YKL-05-099,121596782,CC1=C(C(=CC=C1)Cl)N2CC3=CN=C(N=C3N(C2=O)C4=NC=C(C=C4)OC)NC5=C(C=C(C=C5)C6CCN(CC6)C)OC
YM 511,177865,C1=CC(=CC=C1CN(C2=CC=C(C=C2)C#N)N3C=NN=C3)Br
YOHIMBINE HYDROCHLORIDE,6169,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl
YU238259,121473004,COC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)C(=O)NCCC3=NC=C(C=C3)Cl
YW3-56,56970298,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)N[C@@H](CCCN=C(CCl)N)C(=O)NCC3=CC=CC=C3
Yohimbine,8969,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O
ZCL278,1791111,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)COC3=C(C=C(C=C3)Br)Cl)C
"ZD7288 hydrate, >=98% (HPLC)",71311906,CCN(C1=CC=CC=C1)C2=CC(=NC)N(C(=N2)C)C.O.Cl
ZILEUTON,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
ZINGERONE,31211,CC(=O)CCC1=CC(=C(C=C1)O)OC
ZLN005,899323,CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3N2
ZM 323881 hydrochloride,22624897,CC1=CC(=C(C=C1O)NC2=NC=NC3=C2C=CC(=C3)OCC4=CC=CC=C4)F.Cl
ZM 336372,5730,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)C)NC(=O)C3=CC=C(C=C3)O
ZM 39923 hydrochloride,176406,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3.Cl
ZM39923,3797,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3
ZSTK474,11647372,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5
Zaldaride,65909,CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O
Zaldaride maleate,6450522,CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O.C(=C\C(=O)O)\C(=O)O
Zanosar,23615975,CN(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N=O
Zebularine,100016,C1=CN(C(=O)N=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
Zibotentan,9910224,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4
Ziprasidone,60854,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
Ziprasidone hydrochloride,219099,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.Cl
Zoledronic acid,68740,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
Zoledronic acid hydrate,121586,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O
Zoxazolamine,6103,C1=CC2=C(C=C1Cl)N=C(O2)N
Zuclomiphene,1548955,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3
abacavir,441300,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO
abt-702,1973,C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N
acarbose,41774,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO
acemetacin,1981,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
acetaminophen,1983,CC(=O)NC1=CC=C(C=C1)O
acetanilide,904,CC(=O)NC1=CC=CC=C1
acetarsol,1985,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O
acetazolamide,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
acetohexamide,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
acetohydroxamic acid,1990,CC(=O)NO
acyclovir,135398513,C1=NC2=C(N1COCCO)N=C(NC2=O)N
adenosine,60961,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
alacepril,71992,C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O
albendazole,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
alfacalcidol,5282181,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
alfuzosin,2092,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
allopurinol,135401907,C1=NNC2=C1C(=O)NC=N2
alpelisib,56649450,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
alprostadil,5280723,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O
altretamine,2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
amantadine,2130,C1C2CC3CC1CC(C2)(C3)N
amifostine,2141,C(CN)CNCCSP(=O)(O)O
aminoglutethimide,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
aminophenazone,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
aminophylline,9433,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
amiodarone,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
amisulpride,2159,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
amlexanox,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N
amlodipine,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
amodiaquine,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
amorolfine hydrochloride,54259,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2C[C@H](O[C@H](C2)C)C.Cl
amoxapine,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
amoxicillin,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
amphotericin b,5280965,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
ampiroxicam,2176,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3
amprenavir,65016,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
amsacrine,2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
anagrelide,135409400,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3
anastrozole,2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
aniracetam,2196,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
antipyrine,2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2
apigenin,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
arachidonylcyclopropylamide,5311007,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC1CC1
arbutin,440936,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
arecoline,2230,CN1CCC=C(C1)C(=O)OC
argatroban,92722,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
artemisinin,68827,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C
as1949490,44473434,C[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C=CS2)OCC3=CC=C(C=C3)Cl
asciminib,72165228,C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4
aspartame,134601,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
aspirin,2244,CC(=O)OC1=CC=CC=C1C(=O)O
atenolol,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
azasetron hydrochloride,115000,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4.Cl
azathioprine,2265,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
azelastine,2267,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
azithromycin,447043,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
aztreonam,5742832,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N
baclofen,2284,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
bafilomycin A1,6436223,C[C@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C
baicalein,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
batimastat,5362422,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC
bay 11-7082,5353431,CC1=CC=C(C=C1)S(=O)(=O)/C=C/C#N
bemegride,2310,CCC1(CC(=O)NC(=O)C1)C
benazepril,5362124,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O
benfotiamine,5282168,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCOP(=O)(O)O)/SC(=O)C2=CC=CC=C2)/C
benidipine hydrochloride,656667,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl
benserazide,2327,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O
benzbromarone,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
benzethonium chloride,8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
benzocaine,2337,CCOC(=O)C1=CC=C(C=C1)N
benzoic acid,243,C1=CC=C(C=C1)C(=O)O
bepridil,2351,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
berberine,2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
berberine chloride,12456,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-]
bergenin,66065,COC1=C(C=C2C(=C1O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O)O
beta-Lapachone,3885,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
beta-Narcotine,31411,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
betaine,247,C[N+](C)(C)CC(=O)[O-]
betamethasone,9782,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
betaxolol,2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
bethanechol,2370,CC(C[N+](C)(C)C)OC(=O)N
betulinic acid,64971,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O
bezafibrate,39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
